Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.06.2009;;19.153;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.06.1981;;19.154;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.07.2001;;19.157;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.06.2013;;19.160;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.06.1986;;19.189;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.06.2010;;19.198;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.07.1961;;19.200;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.07.1961;;19.200;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.11.1963;;19.200;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.05.2014;;19.201;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.07.1978;;19.221;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.06.2012;;19.235;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.06.1975;;19.289;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.10.2013;;19.297;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.06.1960;;19.300;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.06.1962;;19.300;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.09.1979;;19.302;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.06.1982;;19.324;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.06.2002;;19.330;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.06.1977;;19.335;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.06.2001;;19.335;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.05.2008;;19.339;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.07.2001;;19.342;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.06.1983;;19.345;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.05.2009;;19.358;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.08.2023;;19.358;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.05.1995;;19.379;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.05.1977;;19.391;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.06.2024;;19.394;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.09.1960;;19.400;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.07.1961;;19.400;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.06.1985;;19.402;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.05.2002;;19.407;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.06.1992;;19.408;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.06.2014;;19.451;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.05.1981;;19.456;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.10.2023;;19.457;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.06.1974;;19.458;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.08.2020;;19.462;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.06.1978;;19.479;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.05.1960;;19.500;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.06.1972;;19.500;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.06.1987;;19.501;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.09.1982;;19.511;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.05.2010;;19.517;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.10.1976;;19.521;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.06.2009;;19.526;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.06.1986;;19.528;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.06.2009;;19.528;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.06.1985;;19.556;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.10.1988;;19.592;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.05.1960;;19.600;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.06.1960;;19.600;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.10.1960;;19.600;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.06.1964;;19.600;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.11.1968;;19.600;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.10.1999;;19.619;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.07.1993;;19.623;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.08.1985;;19.654;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.05.1985;;19.655;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.06.1998;;19.663;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.06.1975;;19.679;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.06.1986;;19.689;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.08.1965;;19.700;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.09.1965;;19.700;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.06.2017;;19.700;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.06.1975;;19.762;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.06.2009;;19.787;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.09.1994;;19.799;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.06.1960;;19.800;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.06.1970;;19.800;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.06.1984;;19.823;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.05.2008;;19.853;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.06.2009;;19.887;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.06.1962;;19.900;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.11.1963;;19.900;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.05.1977;;19.901;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.06.2024;;19.904;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.09.1977;;19.914;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.11.2023;;19.921;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.05.2009;;19.927;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.09.2024;;19.937;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.05.2009;;19.943;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.06.2024;;19.943;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.06.2010;;19.949;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.10.1979;;19.957;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.07.1978;;19.969;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.06.2010;;19.996;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.06.1963;;20.000;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.07.1967;;20.000;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.06.2013;;20.016;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.07.1981;;20.040;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.08.1977;;20.041;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.07.1977;;20.062;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.07.1960;;20.100;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.06.1961;;20.100;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.07.1961;;20.100;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.06.1962;;20.100;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.07.1977;;20.114;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.07.2024;;20.145;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.09.1976;;20.152;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.11.2023;;20.160;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.05.1986;;20.168;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.06.1983;;20.178;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.08.2021;;20.191;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.06.1961;;20.200;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.06.1962;;20.200;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.06.2017;;20.200;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.06.2013;;20.201;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.06.1991;;20.203;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.07.1977;;20.219;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.06.1977;;20.234;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.05.1986;;20.241;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.06.1981;;20.244;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.08.1986;;20.252;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.06.1977;;20.276;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.06.1986;;20.280;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.06.2009;;20.287;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.06.1985;;20.300;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.10.1979;;20.333;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.06.2011;;20.340;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.10.2013;;20.348;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.06.1986;;20.377;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.10.1993;;20.377;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.11.2023;;20.396;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.06.1961;;20.400;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.07.1972;;20.400;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.06.2010;;20.458;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.07.2024;;20.461;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.07.1985;;20.496;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.06.1960;;20.500;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.07.1973;;20.500;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.08.1982;;20.502;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.06.1975;;20.528;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.10.2019;;20.528;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.06.1977;;20.557;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.10.2023;;20.567;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.05.1977;;20.576;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.09.2023;;20.583;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.06.1963;;20.600;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.05.1986;;20.609;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.07.1977;;20.612;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.06.2016;;20.617;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.07.1997;;20.622;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.06.1985;;20.625;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.06.1977;;20.627;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.06.1991;;20.673;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.08.1961;;20.700;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.05.2001;;20.703;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.06.1984;;20.727;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.06.1975;;20.745;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.07.2001;;20.770;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.05.1986;;20.783;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.05.1960;;20.800;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.06.1960;;20.800;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.06.1978;;20.804;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.06.1985;;20.824;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.08.2014;;20.828;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.06.1979;;20.862;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.06.1979;;20.903;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.05.2009;;20.936;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.06.2009;;20.949;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.06.2025;;20.961;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.06.1979;;20.977;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.07.2004;;20.998;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.06.1961;;21.000;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.06.2024;;21.007;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.06.1985;;21.010;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.06.1977;;21.014;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.06.2010;;21.049;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.06.1967;;21.100;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.09.1968;;21.100;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.06.2019;;21.124;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.07.1977;;21.126;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.07.2000;;21.132;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.08.1977;;21.139;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.07.2008;;21.155;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.09.1963;;21.200;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.06.2024;;21.222;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.06.2010;;21.253;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.06.1979;;21.256;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.06.2009;;21.282;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.06.1960;;21.300;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.05.2009;;21.312;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.06.2024;;21.314;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.06.1992;;21.316;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.10.2023;;21.343;Freigegeben, geprüfte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.06.1998;;21.347;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.07.2011;;21.377;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.06.1977;;21.378;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.06.2014;;21.401;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.05.2001;;21.442;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.10.2020;;21.450;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.06.1979;;21.454;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.06.2009;;21.454;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.09.1999;;21.499;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.10.1960;;21.500;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.06.1961;;21.500;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.09.1965;;21.500;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.06.1977;;21.540;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.07.2001;;21.548;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.10.2006;;21.550;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.06.1986;;21.567;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.06.1961;;21.600;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.05.2002;;21.617;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.06.1983;;21.647;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.05.1977;;21.659;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.07.1978;;21.667;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.06.1977;;21.687;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.06.1961;;21.700;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.06.1978;;21.701;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.06.1979;;21.711;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.06.1984;;21.718;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.08.1987;;21.730;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.10.1993;;21.743;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.07.1977;;21.757;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.06.1978;;21.760;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.06.2010;;21.765;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.06.2012;;21.805;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.09.1981;;21.873;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.04.1977;;21.892;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.09.1994;;21.905;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.06.1983;;21.908;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.10.1993;;21.915;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.06.1978;;21.946;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.06.1977;;21.966;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.06.1979;;21.984;Freigegeben, validierte Daten
